sample_name,read_type,source_type,file_path_1,file_path_2,checksum_1,checksum_2
SRR14459721,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/021/SRR14459721/SRR14459721_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/021/SRR14459721/SRR14459721_2.fastq.gz,a8fd26095eef09a3782dff8943565084,1da62ecf2dd86b36da399a8d02b2e58a
SRR14459720,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/020/SRR14459720/SRR14459720_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/020/SRR14459720/SRR14459720_2.fastq.gz,eca530b0d4ad31b71c50592addf221c0,30b97de90dfa6ae2074bb791a9aa8cc3
SRR14459719,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/019/SRR14459719/SRR14459719_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/019/SRR14459719/SRR14459719_2.fastq.gz,7392b9b602e4b5dd733a4e41c4331a09,5a899f296834ce4833cd6a439ad0505c
SRR14459718,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/018/SRR14459718/SRR14459718_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/018/SRR14459718/SRR14459718_2.fastq.gz,d61b87a6bc5ac67e11e3cbbde52ae513,a2a94e54db62bf13445b347b38b1d1cd
SRR14459717,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/017/SRR14459717/SRR14459717_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/017/SRR14459717/SRR14459717_2.fastq.gz,0f04da549b7c081f4820107c7efcb516,d3b6fe14d248b2204f07bf3079bc5067
SRR14459716,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/016/SRR14459716/SRR14459716_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/016/SRR14459716/SRR14459716_2.fastq.gz,e4f57f6e8234c2e8196bebf3e4243437,e801fa2c99c4fcd695b8570d362d152f
SRR14459715,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/015/SRR14459715/SRR14459715_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/015/SRR14459715/SRR14459715_2.fastq.gz,0855d0ea1f715a12ab75a89301400e2f,3d2bc24517a85f2ab685b7054d033745
SRR14459714,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/014/SRR14459714/SRR14459714_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/014/SRR14459714/SRR14459714_2.fastq.gz,8124772b30e2bdd86ed7afcdb1af64df,861d4a8f4c36f336af96e134a71e2ea4
SRR14459707,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/007/SRR14459707/SRR14459707_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/007/SRR14459707/SRR14459707_2.fastq.gz,65916a3586f66c0f3259555a0d6d9ec7,3a3349f0e1d74b91574d0e21aa221a46
SRR14459706,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/006/SRR14459706/SRR14459706_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/006/SRR14459706/SRR14459706_2.fastq.gz,9ba290b25c9563104927b3691d338222,dc63f6c164172427a42ca1ebebdd8821
SRR14459705,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/005/SRR14459705/SRR14459705_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/005/SRR14459705/SRR14459705_2.fastq.gz,8b1921b73c64221fc0d13da3281ec0d9,b77c2ba5dcae84bc2f667172668f5a01
SRR14459704,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/004/SRR14459704/SRR14459704_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/004/SRR14459704/SRR14459704_2.fastq.gz,d6df1c9075fa671e7f3cf39a517d3c2e,6dd40c7b85ea25a8958de833b124fea3
SRR14459703,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/003/SRR14459703/SRR14459703_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/003/SRR14459703/SRR14459703_2.fastq.gz,150b4e8267d0a7be0648d906da211882,05ca529742f2b6281021759819bf8c4b
SRR14459702,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/002/SRR14459702/SRR14459702_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/002/SRR14459702/SRR14459702_2.fastq.gz,fb134958671ce61e2f7b77cb64ce40c7,6cfd8a63b6bd1fe2b783618d31ba7291
SRR14768804,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14768804/SRR14768804.fastq.gz,,0257ef4e421e842aef43f724521e6214,
SRR14768803,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/003/SRR14768803/SRR14768803.fastq.gz,,e553385b698dd10db4cf71256ee18059,
SRR14768802,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14768802/SRR14768802.fastq.gz,,6b8258a10d41a133b16f8a224e1c0a28,
SRR14768801,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14768801/SRR14768801.fastq.gz,,f01d1beb887eac1c0856332efc1776e4,
SRR14768800,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14768800/SRR14768800.fastq.gz,,22f8f645c4cc0ff25815ef8df313f074,
SRR14768799,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/099/SRR14768799/SRR14768799.fastq.gz,,fc1612d85ee0cd408b76ed0856442ef7,
SRR14768796,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14768796/SRR14768796.fastq.gz,,15d20f5c91f1f9600bf1155fe093b0fe,
SRR14768795,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/095/SRR14768795/SRR14768795.fastq.gz,,79a64ccaa5d4683740f2983e4ade8bcc,
SRR14768794,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/094/SRR14768794/SRR14768794.fastq.gz,,ebb264fc86e1a8e7d3787995c18cf04d,
SRR14768793,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/093/SRR14768793/SRR14768793.fastq.gz,,39993a5884f5a45b1d925d2c62e1832f,
SRR14768792,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/092/SRR14768792/SRR14768792.fastq.gz,,627df3a2f7026c9b0a9fc7efe5d73a51,
SRR14768791,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/091/SRR14768791/SRR14768791.fastq.gz,,cf596cf818738a03688ba66c33516bde,
SRR2154067,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2154067/SRR2154067.fastq.gz,,9161505c3867b0e82f38b714830b4594,
SRR2154069,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2154069/SRR2154069.fastq.gz,,86c451c5536af94e847b1fe1f8cd4f93,
SRR2154088,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2154088/SRR2154088.fastq.gz,,1da82c526f3098268f6a3e386baf41b0,
SRR2154089,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2154089/SRR2154089.fastq.gz,,b0f2b942750442401877a79dd5db80ca,
SRR2154091,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2154091/SRR2154091.fastq.gz,,c6c09d220f2333755a185cafba796fcb,
SRR2154092,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2154092/SRR2154092.fastq.gz,,4654a56df8b18119a14864af16dad306,
SRR2154093,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154093/SRR2154093.fastq.gz,,b0cc2b713453c17c8338d933a825fdce,
SRR2154094,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2154094/SRR2154094.fastq.gz,,a55f6e9f922cbb1f239b78f042a26a8f,
SRR2154095,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154095/SRR2154095.fastq.gz,,fcf1c88b38393524881285c42927634f,
SRR2154096,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2154096/SRR2154096.fastq.gz,,486cead6fd6f12c2b6f938b47f18bbea,
SRR2154097,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2154097/SRR2154097.fastq.gz,,81f51796892d6164492d8fc5e19e3153,
SRR2154098,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2154098/SRR2154098.fastq.gz,,7858f4485a8dc729dfdedab16ac471c7,
SRR2154112,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2154112/SRR2154112.fastq.gz,,f2a95577b70017c77f35bdac747d8e2b,
SRR2154113,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154113/SRR2154113.fastq.gz,,0229717b3d5ddcbefcffa5ff8dec24ec,
SRR16573965,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_2.fastq.gz,2562830592bf8a8e02b97b6c748cdfa7,a3c31450e493499cde3a5e5e490f2913
SRR16573966,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_2.fastq.gz,ea22577cd83414e37e3b4d40433c59e6,8d0e161459eaee4578065bd4932fa34c
SRR16573967,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_2.fastq.gz,8064dec9d1ff04b47ec27a3981953cdf,75e20446ec99ecc53f1ffb2e85e5bbee
SRR16573968,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_2.fastq.gz,25de313b8f2702ba57f5fd46faca3065,df0f84814cf93c98cefb002439dd82d9
SRR16573969,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_2.fastq.gz,bab08c600e8336c3d5ceb32ade3765cc,82424ea6e998426be1655354ff562f75
SRR16573970,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_2.fastq.gz,859df7cedd5f1b1046e714dc753ba6fb,5e70a4e4d69b7d3692bcbf7abdc789d6
SRR16573971,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_2.fastq.gz,db67d9b171c6babdbb06d019af2ea2d8,d10aeb7fd4b9d035b6cf583b964d86b7
SRR16573972,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_2.fastq.gz,033bfa7f2bc8fba2c94acde891428bdd,b64121c7556c60dcb74c031836f8dd51
SRR16573973,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_2.fastq.gz,55937d30a42f547b5efa619e351d2008,1e61f882b24f8699e79f71d19db419d7
SRR16573974,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_2.fastq.gz,0556e7fbc54dbde570d388a27af19307,e1b5a990ed0c14e6b1c3976a33aee538
SRR16573975,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_2.fastq.gz,ebf228788442269846877d4bff7d55c1,e109d527fc88f46247abb6113591406c
SRR16573976,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_2.fastq.gz,78dd0ed1f31ca57b512379aceea835d6,02aa7769fa8036f0d934b5d538800a26
SRR2982158,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/008/SRR2982158/SRR2982158.fastq.gz,,f78f562b6a091c731149fc4e59cc2b80,
SRR2982159,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/009/SRR2982159/SRR2982159.fastq.gz,,6ffe6290cad292eff975725c2c202417,
SRR2982203,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/003/SRR2982203/SRR2982203.fastq.gz,,e9df6d14631d7d58e0dd391e80ae461c,
SRR2982223,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/003/SRR2982223/SRR2982223.fastq.gz,,8c7eead77ae209c6de56dbcff0e8e21b,
SRR2982242,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/002/SRR2982242/SRR2982242.fastq.gz,,85b261bb89a7abc40d4a5654947ad9bc,
SRR2982251,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/001/SRR2982251/SRR2982251.fastq.gz,,392c4a2a5ed88f97130ef2ac3872fb3e,
SRR2982253,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/003/SRR2982253/SRR2982253.fastq.gz,,365deeb8a6b45c5d0a260fb79dfc0b38,
SRR2982254,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/004/SRR2982254/SRR2982254.fastq.gz,,669ff367ce4fdda04328ee06ae5ab922,
SRR2982333,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/003/SRR2982333/SRR2982333.fastq.gz,,46e00dcd8d9c98c59e7cb8100e07a9e2,
SRR2982334,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/004/SRR2982334/SRR2982334.fastq.gz,,53a585375432549214ea4b8a88028c43,
SRR2982335,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/005/SRR2982335/SRR2982335.fastq.gz,,1a169bd66665957a091ba2b580958cab,
SRR2982160,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/000/SRR2982160/SRR2982160.fastq.gz,,d8ffe536a12c856864bb3203a4066216,
SRR20081821,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20081821/SRR20081821_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20081821/SRR20081821_2.fastq.gz,c4ffa993ee4c52563275a58494020344,1e39fa30402edaddeeb3ea51804677a3
SRR20081829,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/029/SRR20081829/SRR20081829_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/029/SRR20081829/SRR20081829_2.fastq.gz,4b20c54dabf0227f502453cc112b2f47,82ff5f0d64d9ebe7d370254c26b8a579
SRR20081828,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20081828/SRR20081828_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20081828/SRR20081828_2.fastq.gz,ba12ee4f237d61523f0fbb24dcb176d7,b1ed574481e8df592691db8157f73904
SRR20081826,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/026/SRR20081826/SRR20081826_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/026/SRR20081826/SRR20081826_2.fastq.gz,6cc3d681a262b10ef6f87dafca440689,0537b7ee9731d49ab411977e4acf36c2
